Source:Port,Destination:Port,Data Transferred (bytes)
172.16.133.26:53042,68.64.28.20:443,5850
173.194.43.46:443,172.16.133.21:53015,594
172.16.133.41:52657,81.17.254.12:80,378
172.16.133.41:52658,81.17.254.12:80,378
172.16.133.116:52395,96.43.146.48:443,666243
172.16.133.25:63141,96.43.146.176:443,14745
172.16.133.47:56533,67.217.64.65:443,13232
172.16.133.47:56535,67.217.64.64:443,12572
172.16.133.78:58905,130.64.83.164:64216,6983
173.194.43.54:443,172.16.133.66:53271,462
172.16.133.66:53271,173.194.43.54:443,321
70.99.54.203:28061,172.16.133.78:58887,1131579
172.16.133.43:57701,172.16.139.250:5440,1142
108.28.150.190:22350,172.16.133.25:59887,9922
64.56.203.22:443,172.16.133.24:57656,120
172.16.133.24:57656,64.56.203.22:443,120
67.217.64.65:443,172.16.133.47:56533,17242
172.16.133.56:60846,67.217.64.54:443,13033
172.16.133.56:60849,67.217.64.49:443,12541
67.217.64.64:443,172.16.133.47:56535,12843
172.16.133.13:52977,172.16.139.250:5440,1022
67.228.168.221:80,172.16.133.48:59660,600
172.16.133.132:50405,76.13.6.174:80,717
172.16.133.48:59660,67.228.168.221:80,362
96.43.146.48:443,172.16.133.116:52395,843920
172.16.133.132:54620,98.139.161.29:80,715
96.43.146.176:443,172.16.133.25:63141,50419
67.217.64.49:443,172.16.133.56:60849,12672
172.16.133.12:62872,173.194.76.125:5222,420
67.217.64.54:443,172.16.133.56:60846,13014
76.13.6.174:80,172.16.133.132:50405,1212
23.21.122.20:5222,172.16.133.48:49219,7388
23.21.122.20:5222,172.16.133.54:64195,7872
107.22.199.132:443,172.16.133.24:56804,19906
54.235.187.196:443,172.16.133.49:53682,15585
23.23.126.165:5222,172.16.133.114:63437,9420
23.21.62.199:5222,172.16.133.71:52729,9270
23.21.62.199:5222,172.16.133.39:49282,9556
23.21.62.199:5222,172.16.133.63:49228,26006
23.21.62.199:5222,172.16.133.163:1121,8072
23.21.62.199:5222,172.16.133.18:49357,9602
204.236.224.158:5222,172.16.133.82:54098,9928
172.16.133.18:49357,23.21.62.199:5222,2975
204.236.224.158:5222,172.16.133.120:49224,8072
204.236.224.158:5222,172.16.133.36:63693,13230
204.236.224.158:5222,172.16.133.76:57695,9312
172.16.133.36:63693,204.236.224.158:5222,2553
98.139.161.29:80,172.16.133.132:54620,713
54.235.187.196:443,172.16.133.26:53149,26420
172.16.133.29:60773,54.243.68.206:80,120
172.16.133.29:60774,54.243.68.206:80,120
172.16.133.29:60786,208.47.254.83:80,120
172.16.133.29:60776,23.15.129.231:80,120
172.16.133.29:60775,23.15.129.231:80,120
172.16.133.29:60777,23.15.129.231:80,120
172.16.133.29:60779,23.15.129.231:80,120
172.16.133.29:60778,23.15.129.231:80,120
172.16.133.29:60783,23.0.52.46:80,120
172.16.133.29:60784,23.0.52.46:80,120
172.16.133.29:60785,23.0.52.46:80,120
172.16.133.29:60788,64.94.107.46:80,120
172.16.133.29:60787,64.94.107.46:80,120
172.16.133.29:60790,173.194.43.57:80,120
172.16.133.29:60789,173.194.43.57:80,120
172.16.133.29:60780,50.17.220.219:80,120
172.16.133.29:60781,50.17.220.219:80,120
172.16.133.29:60782,206.33.41.253:80,60
172.16.133.29:60792,206.33.41.253:80,120
172.16.133.29:60791,206.33.41.253:80,120
172.16.133.29:60793,206.33.41.253:80,120
172.16.133.29:60794,206.33.41.253:80,120
172.16.133.29:60797,64.94.107.11:80,120
172.16.133.29:60796,64.94.107.11:80,120
172.16.133.29:60800,138.108.7.20:80,120
172.16.133.29:60798,138.108.7.20:80,120
172.16.133.29:60805,173.194.43.45:80,120
172.16.133.24:56804,107.22.199.132:443,56164
172.16.133.29:60804,173.194.43.45:80,120
172.16.133.29:60802,216.52.242.80:80,120
172.16.133.29:60801,216.52.242.80:80,120
172.16.133.29:60803,216.52.242.80:80,120
172.16.133.20:62287,172.16.139.250:5440,1142
172.16.133.26:53149,54.235.187.196:443,75228
172.16.133.84:58698,64.90.204.229:443,60
172.16.133.71:52729,23.21.62.199:5222,2773
172.16.133.132:44310,98.138.19.88:80,733
172.16.133.28:65272,172.16.139.250:5440,1142
172.16.133.50:50678,96.43.146.22:443,2525
172.16.133.99:55982,172.16.139.250:5440,1022
172.16.133.57:59182,64.74.80.185:443,25762
172.16.133.57:59184,216.115.216.98:443,25762
172.16.133.57:59186,216.219.115.160:443,25762
172.16.133.57:59187,216.115.217.198:443,25762
172.16.133.114:55076,216.137.33.161:80,11820
173.194.76.125:5222,172.16.133.12:62872,487
208.47.254.83:80,172.16.133.29:60786,60
81.17.254.12:80,172.16.133.41:52658,258
54.243.68.206:80,172.16.133.29:60773,60
98.209.196.102:34603,172.16.133.78:58806,8653
172.16.133.118:57944,216.115.217.201:443,12266
81.17.254.12:80,172.16.133.41:52657,258
23.15.129.231:80,172.16.133.29:60777,60
23.15.129.231:80,172.16.133.29:60775,60
23.0.52.46:80,172.16.133.29:60785,60
23.15.129.231:80,172.16.133.29:60778,60
23.0.52.46:80,172.16.133.29:60783,60
23.0.52.46:80,172.16.133.29:60784,60
172.16.133.118:57946,216.115.217.210:443,12332
23.15.129.231:80,172.16.133.29:60779,120
23.15.129.231:80,172.16.133.29:60776,120
54.243.68.206:80,172.16.133.29:60774,60
172.16.133.53:53841,96.43.146.22:443,16026
68.33.218.83:45301,172.16.133.78:49608,24998
64.94.107.46:80,172.16.133.29:60788,120
64.94.107.46:80,172.16.133.29:60787,120
172.16.133.87:60116,172.16.139.250:5440,1142
67.228.168.221:80,172.16.133.126:57660,3546
64.94.107.11:80,172.16.133.29:60797,120
64.94.107.11:80,172.16.133.29:60796,120
173.194.43.45:80,172.16.133.29:60805,60
173.194.43.57:80,172.16.133.29:60790,60
173.194.43.57:80,172.16.133.29:60789,120
172.16.133.132:52333,98.139.240.23:80,1036
173.194.43.45:80,172.16.133.29:60804,60
206.33.41.253:80,172.16.133.29:60794,60
206.33.41.253:80,172.16.133.29:60782,60
206.33.41.253:80,172.16.133.29:60792,120
206.33.41.253:80,172.16.133.29:60791,60
206.33.41.253:80,172.16.133.29:60793,60
50.17.220.219:80,172.16.133.29:60780,60
50.17.220.219:80,172.16.133.29:60781,60
216.115.208.199:443,172.16.133.35:49522,604
216.115.217.201:443,172.16.133.118:57944,12501
172.16.133.35:49910,172.16.139.250:5440,1142
216.137.33.161:80,172.16.133.114:55076,8880
216.115.217.210:443,172.16.133.118:57946,12672
64.74.80.185:443,172.16.133.57:59182,15672
216.219.115.160:443,172.16.133.57:59186,15672
172.16.133.116:53124,172.16.139.250:5440,1022
216.115.216.98:443,172.16.133.57:59184,15672
172.16.133.126:57660,67.228.168.221:80,2046
216.115.217.198:443,172.16.133.57:59187,15672
96.242.17.13:60086,172.16.133.78:59001,11280
172.16.133.116:53125,172.16.139.250:5440,1142
96.43.146.22:443,172.16.133.50:50678,257
172.16.133.58:53926,157.56.241.150:443,1620
172.16.133.116:53126,172.16.139.250:5440,1142
172.16.133.84:58730,172.16.139.250:5440,1022
98.139.240.23:80,172.16.133.132:52333,618
98.138.19.88:80,172.16.133.132:44310,948
172.16.133.78:58887,70.99.54.203:28061,31969
172.16.133.25:59887,108.28.150.190:22350,7044
172.16.133.110:45711,74.125.226.222:443,1031
64.90.204.229:443,172.16.133.84:58698,60
172.16.133.57:59178,216.115.208.199:443,102150
173.194.76.125:5222,172.16.133.21:57524,613
172.16.133.78:58383,63.73.131.68:80,180
138.108.7.20:80,172.16.133.29:60798,60
216.52.242.80:80,172.16.133.29:60802,60
216.52.242.80:80,172.16.133.29:60801,60
138.108.7.20:80,172.16.133.29:60800,60
216.52.242.80:80,172.16.133.29:60803,60
74.125.226.222:443,172.16.133.110:45711,533
172.16.133.45:61077,157.56.234.118:443,475
172.16.133.56:49600,172.16.139.250:5500,134956
132.245.2.22:443,172.16.133.66:53705,3664
172.16.133.48:49219,23.21.122.20:5222,1175
172.16.133.54:64195,23.21.122.20:5222,2491
172.16.133.49:53682,54.235.187.196:443,71446
63.73.131.68:80,172.16.133.78:58383,180
172.16.133.114:63437,23.23.126.165:5222,2550
172.16.133.39:49282,23.21.62.199:5222,2658
172.16.133.63:49228,23.21.62.199:5222,3414
172.16.133.163:1121,23.21.62.199:5222,2176
172.16.133.82:54098,204.236.224.158:5222,2778
172.16.133.120:49224,204.236.224.158:5222,2236
172.16.133.76:57695,204.236.224.158:5222,2742
172.16.133.49:55705,172.16.139.250:5440,1022
67.228.168.221:80,172.16.133.126:57848,3540
107.22.210.163:5222,172.16.133.118:56698,9832
96.43.146.22:443,172.16.133.55:57079,5178
172.16.133.126:57848,67.228.168.221:80,1866
172.16.133.95:56883,172.16.139.250:5440,1142
157.56.234.118:443,172.16.133.45:61077,300
216.219.115.183:443,172.16.133.85:51695,14936
172.16.133.132:38640,98.139.134.187:80,942
216.219.115.183:443,172.16.133.37:60482,14836
67.217.64.100:443,172.16.133.26:53039,13374
67.217.64.100:443,172.16.133.36:64955,14862
172.16.133.36:64955,67.217.64.100:443,15720
216.219.115.160:443,172.16.133.85:51697,8812
69.132.122.65:49560,172.16.133.90:51477,5988
216.219.115.160:443,172.16.133.37:60484,8752
172.16.133.66:58182,74.125.226.214:443,100323
216.115.208.199:443,172.16.133.57:59178,62414
172.16.133.92:57611,172.16.139.250:5440,1022
67.217.64.54:443,172.16.133.53:53645,12501
67.217.64.54:443,172.16.133.60:62040,12552
172.16.133.56:60851,67.217.66.54:443,23096
172.16.133.56:60847,67.217.65.54:443,23096
172.16.133.56:60850,67.217.64.54:443,23096
184.73.255.87:5222,172.16.133.57:59155,8696
172.16.133.57:59155,184.73.255.87:5222,2548
67.217.64.97:443,172.16.133.56:60854,4273
172.16.133.78:58806,98.209.196.102:34603,6768
172.16.133.78:49608,68.33.218.83:45301,6166
172.16.133.85:51695,216.219.115.183:443,10559
172.16.133.85:51697,216.219.115.160:443,8322
172.16.133.120:52113,96.43.146.164:443,36446
172.16.133.37:60245,96.43.146.22:443,240
172.16.133.29:60817,172.16.139.250:5440,1022
74.125.226.214:443,172.16.133.66:58182,78326
172.16.133.44:64674,172.16.139.250:5440,1022
172.16.133.118:58125,216.115.217.201:443,23030
98.139.134.187:80,172.16.133.132:38640,7541
67.69.196.212:1935,172.16.133.93:60584,590
172.16.133.93:60584,67.69.196.212:1935,240
67.217.66.54:443,172.16.133.56:60851,14014
67.217.64.54:443,172.16.133.56:60850,14374
67.217.65.54:443,172.16.133.56:60847,14374
172.16.133.78:59001,96.242.17.13:60086,7609
172.16.133.118:58122,64.74.80.188:443,23030
172.16.133.118:58123,216.115.216.101:443,22939
172.16.133.118:58124,216.219.115.163:443,23030
172.16.133.35:49522,216.115.208.199:443,633
172.16.133.207:55873,172.16.139.250:5440,1142
172.16.133.83:57022,172.16.139.250:5440,1022
157.56.234.118:443,172.16.133.53:59079,51311
96.43.146.22:443,172.16.133.37:60245,317
96.43.146.164:443,172.16.133.120:52113,176907
172.16.133.93:60598,172.16.139.250:5440,1142
64.74.80.188:443,172.16.133.118:58122,13923
216.219.115.163:443,172.16.133.118:58124,13923
172.16.133.21:57524,173.194.76.125:5222,360
216.115.216.101:443,172.16.133.118:58123,13923
216.115.217.201:443,172.16.133.118:58125,13923
172.16.133.11:55080,172.16.139.250:5440,1022
172.16.133.55:57518,172.16.139.250:5440,1022
169.233.51.66:46939,172.16.133.78:58880,3369948
172.16.133.73:60504,172.16.139.250:5440,1022
172.16.133.36:65069,68.64.24.250:443,258
172.16.133.53:54038,172.16.139.250:5440,1022
172.16.133.21:53112,172.16.139.250:5440,1022
172.16.133.66:53705,132.245.2.22:443,786
172.16.133.30:62550,172.16.139.250:5440,1022
172.16.133.25:63343,172.16.139.250:5440,1142
172.16.133.132:50410,76.13.6.174:80,717
172.16.133.34:50378,172.16.139.250:5440,1142
172.16.133.132:54625,98.139.161.29:80,715
172.16.133.132:44315,98.138.19.88:80,733
172.16.133.97:59309,172.16.139.250:5440,1022
172.16.133.55:57079,96.43.146.22:443,27750
157.55.130.158:40031,172.16.133.45:61060,1688
68.64.24.250:443,172.16.133.36:65069,120
76.13.6.174:80,172.16.133.132:50410,1210
129.64.197.158:57824,172.16.133.25:59900,12381
184.73.235.12:5222,172.16.133.96:52662,13646
184.73.235.12:5222,172.16.133.87:65355,9922
172.16.133.118:56698,107.22.210.163:5222,2542
172.16.133.26:53039,67.217.64.100:443,13827
98.139.161.29:80,172.16.133.132:54625,713
172.16.133.37:60482,216.219.115.183:443,10024
172.16.133.37:60484,216.219.115.160:443,8227
172.16.133.90:51477,69.132.122.65:49560,4080
172.16.133.60:62040,67.217.64.54:443,12136
172.16.133.53:53645,67.217.64.54:443,12260
172.16.133.56:60854,67.217.64.97:443,4350
204.232.250.57:443,172.16.133.24:57665,120
172.16.133.24:57665,204.232.250.57:443,120
96.43.146.22:443,172.16.133.40:64710,2832
98.138.19.88:80,172.16.133.132:44315,948
172.16.133.20:62288,216.219.115.250:443,246
172.16.133.20:60694,96.43.146.22:443,19101
172.16.133.33:57818,172.16.139.250:5440,1142
172.16.133.132:52338,98.139.240.23:80,1036
172.16.133.20:62289,67.217.66.244:443,246
216.219.115.250:443,172.16.133.20:62288,120
172.16.133.109:49454,96.43.146.22:443,1090
172.16.133.109:49455,96.43.146.22:443,1090
172.16.133.53:59079,157.56.234.118:443,2580
67.217.66.244:443,172.16.133.20:62289,120
172.16.133.68:60658,172.16.139.250:5440,1022
172.16.133.20:62290,68.64.30.250:443,246
172.16.133.96:52662,184.73.235.12:5222,3227
96.43.146.22:443,172.16.133.20:60694,3731
172.16.133.12:59649,172.16.139.250:5440,1142
98.139.240.23:80,172.16.133.132:52338,618
96.43.146.22:443,172.16.133.109:49454,2902
172.16.133.63:53815,172.16.139.250:5440,1142
172.16.133.76:62352,74.125.226.201:443,420
96.43.146.22:443,172.16.133.109:49455,2902
172.16.133.57:60586,157.56.242.198:443,43355
172.16.133.20:62291,68.64.13.250:443,246
157.56.232.214:443,172.16.133.63:49368,475
172.16.133.78:58880,169.233.51.66:46939,80040
172.16.133.66:53788,172.16.139.250:5440,1142
74.125.226.201:443,172.16.133.76:62352,594
172.16.133.82:61260,172.16.139.250:5440,1142
68.64.30.250:443,172.16.133.20:62290,120
157.56.242.198:443,172.16.133.57:60586,41608
172.16.133.37:60542,172.16.139.250:5440,1142
172.16.133.36:65071,216.219.118.244:443,258
172.16.133.36:65070,78.108.118.250:443,258
172.16.133.37:60485,216.115.216.31:443,15160
172.16.133.37:60487,216.219.115.183:443,15069
172.16.133.37:60488,216.115.217.225:443,15069
172.16.133.37:60483,64.74.80.244:443,15069
68.64.13.250:443,172.16.133.20:62291,120
172.16.133.50:50683,64.56.203.22:443,2788
172.16.133.53:53648,67.217.66.49:443,22807
172.16.133.53:53644,67.217.65.49:443,22807
172.16.133.53:53647,67.217.64.49:443,22807
172.16.133.50:50684,64.56.203.22:443,7831
172.16.133.50:50685,96.43.146.50:443,14491
172.16.133.45:61060,157.55.130.158:40031,2194
172.16.133.41:52378,23.60.230.152:80,480
216.115.217.225:443,172.16.133.37:60488,9069
67.217.66.49:443,172.16.133.53:53648,13741
172.16.133.25:59900,129.64.197.158:57824,8634
172.16.133.87:65355,184.73.235.12:5222,2476
67.217.64.49:443,172.16.133.53:53647,13741
64.74.80.244:443,172.16.133.37:60483,9069
216.219.115.183:443,172.16.133.37:60487,9069
216.115.216.31:443,172.16.133.37:60485,9069
67.217.65.49:443,172.16.133.53:53644,13741
96.43.146.50:443,172.16.133.50:50685,9681
172.16.133.41:52377,23.60.230.152:80,480
172.16.133.132:38645,98.139.134.187:80,942
23.60.230.152:80,172.16.133.41:52378,456
172.16.133.40:64710,96.43.146.22:443,15570
172.16.133.33:57580,216.52.242.80:80,5070
199.94.91.63:12192,172.16.133.78:58867,2001
78.108.118.250:443,172.16.133.36:65070,120
216.219.118.244:443,172.16.133.36:65071,120
64.56.203.22:443,172.16.133.50:50683,1159
64.56.203.22:443,172.16.133.50:50684,15463
23.60.230.152:80,172.16.133.41:52377,456
98.139.134.187:80,172.16.133.132:38645,7541
172.16.133.82:61261,204.232.250.57:443,3851
172.16.133.41:52423,74.125.226.77:80,420
38.124.22.82:36043,172.16.133.78:58886,458048
204.232.250.57:443,172.16.133.82:61261,4322
172.16.133.68:59408,96.43.146.176:443,420
172.16.133.47:56541,96.43.146.48:443,2582
67.217.66.49:443,172.16.133.114:55273,5876
67.217.65.49:443,172.16.133.114:55270,5876
67.217.64.49:443,172.16.133.114:55272,5876
74.125.226.77:80,172.16.133.41:52423,450
172.16.133.78:59017,172.16.139.250:5440,1142
172.16.133.63:49368,157.56.232.214:443,300
68.49.25.49:55165,172.16.133.25:62051,6008
172.16.133.68:60558,96.43.146.48:443,420
172.16.133.68:60557,96.43.146.48:443,16958
71.234.178.21:33052,172.16.133.78:55438,42710
172.16.133.132:50415,76.13.6.174:80,717
96.43.146.176:443,172.16.133.68:59408,497
96.43.146.48:443,172.16.133.47:56541,994
172.16.133.132:54630,98.139.161.29:80,715
64.74.80.15:443,172.16.133.99:51683,5702
216.219.115.17:443,172.16.133.99:51686,5702
216.115.216.44:443,172.16.133.99:51685,5793
216.115.217.144:443,172.16.133.99:51687,5702
172.16.133.67:55895,172.16.139.250:5440,1022
76.13.6.174:80,172.16.133.132:50415,1212
96.43.146.48:443,172.16.133.68:60558,497
172.16.133.42:57003,172.16.139.250:5440,1142
98.139.161.29:80,172.16.133.132:54630,713
96.43.146.48:443,172.16.133.68:60557,13646
172.16.133.56:61342,172.16.139.250:5440,1022
172.16.133.50:50686,96.43.146.48:443,10909
172.16.133.50:50687,96.43.146.48:443,862
172.16.133.36:64517,54.243.254.190:443,331512
172.16.133.44:50452,96.43.146.48:443,5010
172.16.133.132:44320,98.138.19.88:80,733
54.243.254.190:443,172.16.133.36:64517,80645
173.194.43.38:443,172.16.133.163:3472,330
172.16.133.163:3472,173.194.43.38:443,180
172.16.133.78:58444,63.116.244.160:80,360
172.16.133.132:52343,98.139.240.23:80,1035
216.115.101.178:80,172.16.133.39:64160,120
172.16.133.39:64160,216.115.101.178:80,120
96.43.146.48:443,172.16.133.50:50687,669
96.43.146.48:443,172.16.133.50:50686,16334
72.80.185.137:13135,172.16.133.78:54982,44688
172.16.133.75:50876,172.16.139.250:5440,1022
172.16.133.41:52659,172.16.139.250:5440,1022
63.116.244.160:80,172.16.133.78:58444,324
172.16.133.78:58867,199.94.91.63:12192,1332
172.16.133.50:50688,96.43.146.22:443,7994
172.16.133.50:50689,96.43.146.22:443,10862
172.16.133.50:50690,96.43.146.22:443,868
172.16.133.85:52186,172.16.139.250:5440,1022
98.139.240.23:80,172.16.133.132:52343,618
67.217.66.99:443,172.16.133.26:53041,13923
67.217.65.99:443,172.16.133.26:53038,13923
67.217.64.99:443,172.16.133.26:53040,13923
98.138.19.88:80,172.16.133.132:44320,948
172.16.133.78:58886,38.124.22.82:36043,16390
67.217.66.54:443,172.16.133.207:55649,13923
67.217.65.54:443,172.16.133.207:55646,13923
67.217.64.54:443,172.16.133.207:55648,13923
172.16.133.83:51419,172.16.139.250:5500,310632
172.16.133.12:63225,172.16.139.250:5500,467512
172.16.133.83:51533,172.16.139.250:5462,10924
172.16.133.12:63226,172.16.139.250:5462,19268
96.43.146.22:443,172.16.133.50:50688,1602
96.43.146.22:443,172.16.133.50:50690,609
96.43.146.22:443,172.16.133.50:50689,1977
172.16.133.53:53776,96.43.146.22:443,240
172.16.133.53:53775,96.43.146.22:443,240
172.16.133.53:53772,96.43.146.22:443,240
172.16.133.53:53773,96.43.146.22:443,240
172.16.133.53:53774,96.43.146.22:443,240
172.16.133.43:57702,172.16.139.250:5440,1022
172.16.133.25:62051,68.49.25.49:55165,4549
172.16.133.13:52978,172.16.139.250:5440,1022
172.16.133.78:55438,71.234.178.21:33052,7148
172.16.133.53:53777,96.43.146.22:443,240
96.43.146.48:443,172.16.133.44:50452,3065
96.43.146.22:443,172.16.133.53:53776,317
172.16.133.12:51752,172.16.139.250:5500,29436
96.43.146.22:443,172.16.133.53:53775,317
96.43.146.22:443,172.16.133.53:53772,317
96.43.146.22:443,172.16.133.53:53773,317
96.43.146.22:443,172.16.133.53:53774,317
69.9.238.98:56159,172.16.133.121:54742,2839
172.16.133.53:53779,96.43.146.22:443,240
172.16.133.53:53780,96.43.146.22:443,240
172.16.133.53:53778,96.43.146.22:443,240
172.16.133.20:62292,172.16.139.250:5440,1142
172.16.133.12:53371,96.43.146.176:443,253934
172.16.133.12:53368,96.43.146.176:443,175320
172.16.133.132:38650,98.139.134.187:80,942
172.16.133.103:63410,216.115.222.200:443,246
71.252.224.198:44248,172.16.133.25:60425,14924
172.16.133.42:56923,96.43.146.22:443,23503
96.43.146.22:443,172.16.133.53:53777,317
